id,make_model_trim_id,engine_type,fuel_type,cylinders,size,horsepower_hp,horsepower_rpm,torque_ft_lbs,torque_rpm,valves,valve_timing,cam_type,drive_type,transmission,make_model_trim
583,583,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,10-speed shiftable automatic,"{'id': 583, 'make_model_id': 99, 'year': 2022, 'name': 'Base', 'description': '4dr SUV (2.0L 4cyl Turbo 10A)', 'msrp': 40600, 'invoice': 39592, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 99, 'make_id': 1, 'name': 'RDX', 'make': {'id': 1, 'name': 'Acura'}}}"
584,584,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,10-speed shiftable automatic,"{'id': 584, 'make_model_id': 99, 'year': 2022, 'name': 'SH-AWD PMC Edition', 'description': 'SH-AWD PMC Edition 4dr SUV AWD (2.0L 4cyl Turbo 10A)', 'msrp': 53800, 'invoice': 50488, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 99, 'make_id': 1, 'name': 'RDX', 'make': {'id': 1, 'name': 'Acura'}}}"
585,585,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,10-speed shiftable automatic,"{'id': 585, 'make_model_id': 99, 'year': 2022, 'name': 'Base', 'description': '4dr SUV w/Technology Package (2.0L 4cyl Turbo 10A)', 'msrp': 43250, 'invoice': 41181, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 99, 'make_id': 1, 'name': 'RDX', 'make': {'id': 1, 'name': 'Acura'}}}"
586,586,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,10-speed shiftable automatic,"{'id': 586, 'make_model_id': 99, 'year': 2022, 'name': 'SH-AWD', 'description': 'SH-AWD 4dr SUV AWD w/Technology Package (2.0L 4cyl Turbo 10A)', 'msrp': 45450, 'invoice': 43272, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 99, 'make_id': 1, 'name': 'RDX', 'make': {'id': 1, 'name': 'Acura'}}}"
587,587,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,10-speed shiftable automatic,"{'id': 587, 'make_model_id': 99, 'year': 2022, 'name': 'SH-AWD', 'description': 'SH-AWD 4dr SUV AWD w/A-Spec and Advance Packages (2.0L 4cyl Turbo 10A)', 'msrp': 52600, 'invoice': 49847, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 99, 'make_id': 1, 'name': 'RDX', 'make': {'id': 1, 'name': 'Acura'}}}"
588,588,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,10-speed shiftable automatic,"{'id': 588, 'make_model_id': 99, 'year': 2022, 'name': 'SH-AWD', 'description': 'SH-AWD 4dr SUV AWD w/Advance Package (2.0L 4cyl Turbo 10A)', 'msrp': 50600, 'invoice': 47955, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 99, 'make_id': 1, 'name': 'RDX', 'make': {'id': 1, 'name': 'Acura'}}}"
589,589,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,10-speed shiftable automatic,"{'id': 589, 'make_model_id': 99, 'year': 2022, 'name': 'SH-AWD', 'description': 'SH-AWD 4dr SUV AWD (2.0L 4cyl Turbo 10A)', 'msrp': 42800, 'invoice': 41733, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 99, 'make_id': 1, 'name': 'RDX', 'make': {'id': 1, 'name': 'Acura'}}}"
590,590,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,10-speed shiftable automatic,"{'id': 590, 'make_model_id': 99, 'year': 2022, 'name': 'Base', 'description': '4dr SUV w/A-Spec Package (2.0L 4cyl Turbo 10A)', 'msrp': 46250, 'invoice': 43935, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 99, 'make_id': 1, 'name': 'RDX', 'make': {'id': 1, 'name': 'Acura'}}}"
591,591,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,10-speed shiftable automatic,"{'id': 591, 'make_model_id': 99, 'year': 2022, 'name': 'SH-AWD', 'description': 'SH-AWD 4dr SUV AWD w/A-Spec Package (2.0L 4cyl Turbo 10A)', 'msrp': 48450, 'invoice': 46021, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 99, 'make_id': 1, 'name': 'RDX', 'make': {'id': 1, 'name': 'Acura'}}}"
592,592,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,10-speed shiftable automatic,"{'id': 592, 'make_model_id': 100, 'year': 2022, 'name': 'Base', 'description': '4dr Sedan w/2.0T (2.0L 4cyl Turbo 10A)', 'msrp': 38900, 'invoice': 37938, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 100, 'make_id': 1, 'name': 'TLX', 'make': {'id': 1, 'name': 'Acura'}}}"
593,593,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,10-speed shiftable automatic,"{'id': 593, 'make_model_id': 100, 'year': 2022, 'name': 'SH-AWD', 'description': 'SH-AWD 4dr Sedan AWD w/2.0T and Advance Package (2.0L 4cyl Turbo 10A)', 'msrp': 49900, 'invoice': 47292, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 100, 'make_id': 1, 'name': 'TLX', 'make': {'id': 1, 'name': 'Acura'}}}"
594,594,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,10-speed shiftable automatic,"{'id': 594, 'make_model_id': 100, 'year': 2022, 'name': 'SH-AWD', 'description': 'SH-AWD 4dr Sedan AWD w/2.0T (2.0L 4cyl Turbo 10A)', 'msrp': 41100, 'invoice': 40078, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 100, 'make_id': 1, 'name': 'TLX', 'make': {'id': 1, 'name': 'Acura'}}}"
595,595,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,10-speed shiftable automatic,"{'id': 595, 'make_model_id': 100, 'year': 2022, 'name': 'Base', 'description': '4dr Sedan w/2.0T and Technology Package (2.0L 4cyl Turbo 10A)', 'msrp': 42900, 'invoice': 40848, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 100, 'make_id': 1, 'name': 'TLX', 'make': {'id': 1, 'name': 'Acura'}}}"
596,596,gas,premium unleaded (recommended),V6,3.0,355,5500.0,354.0,1400.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,10-speed shiftable automatic,"{'id': 596, 'make_model_id': 100, 'year': 2022, 'name': 'Type S', 'description': 'Type S 4dr Sedan AWD w/3.0T (3.0L 6cyl Turbo 10A)', 'msrp': 53700, 'invoice': 50887, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 100, 'make_id': 1, 'name': 'TLX', 'make': {'id': 1, 'name': 'Acura'}}}"
597,597,gas,premium unleaded (recommended),V6,4.0,355,5500.0,354.0,1400.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,10-speed shiftable automatic,"{'id': 597, 'make_model_id': 100, 'year': 2022, 'name': '2022', 'description': 'Type S 4dr Sedan AWD w/3.0T and Performance Wheel', 'msrp': 54500, 'invoice': 51644, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 100, 'make_id': 1, 'name': 'TLX', 'make': {'id': 1, 'name': 'Acura'}}}"
598,598,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,10-speed shiftable automatic,"{'id': 598, 'make_model_id': 100, 'year': 2022, 'name': 'SH-AWD', 'description': 'SH-AWD 4dr Sedan AWD w/2.0T and A-Spec Package (2.0L 4cyl Turbo 10A)', 'msrp': 47850, 'invoice': 45453, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 100, 'make_id': 1, 'name': 'TLX', 'make': {'id': 1, 'name': 'Acura'}}}"
599,599,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,10-speed shiftable automatic,"{'id': 599, 'make_model_id': 100, 'year': 2022, 'name': 'Base', 'description': '4dr Sedan w/2.0T and A-Spec Package (2.0L 4cyl Turbo 10A)', 'msrp': 45650, 'invoice': 43367, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 100, 'make_id': 1, 'name': 'TLX', 'make': {'id': 1, 'name': 'Acura'}}}"
600,600,gas,premium unleaded (recommended),I4,2.0,272,6500.0,280.0,1600.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,10-speed shiftable automatic,"{'id': 600, 'make_model_id': 100, 'year': 2022, 'name': 'SH-AWD', 'description': 'SH-AWD 4dr Sedan AWD w/2.0T and Technology Package (2.0L 4cyl Turbo 10A)', 'msrp': 45100, 'invoice': 42939, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 100, 'make_id': 1, 'name': 'TLX', 'make': {'id': 1, 'name': 'Acura'}}}"
601,601,gas,premium unleaded (required),I4,2.0,280,5200.0,306.0,2000.0,16.0,Variable,Single overhead cam (SOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 601, 'make_model_id': 101, 'year': 2022, 'name': 'Sprint', 'description': 'Sprint 4dr Sedan (2.0L 4cyl Turbo 8A)', 'msrp': 43350, 'invoice': 41168, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 101, 'make_id': 24, 'name': 'Giulia', 'make': {'id': 24, 'name': 'Alfa Romeo'}}}"
602,602,gas,premium unleaded (required),I4,2.0,280,5200.0,306.0,2000.0,16.0,Variable,Single overhead cam (SOHC),all wheel drive,8-speed shiftable automatic,"{'id': 602, 'make_model_id': 101, 'year': 2022, 'name': 'Sprint', 'description': 'Sprint 4dr Sedan AWD (2.0L 4cyl Turbo 8A)', 'msrp': 45350, 'invoice': 43008, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 101, 'make_id': 24, 'name': 'Giulia', 'make': {'id': 24, 'name': 'Alfa Romeo'}}}"
603,603,gas,premium unleaded (required),V6,2.9,505,6500.0,443.0,2500.0,24.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 603, 'make_model_id': 101, 'year': 2022, 'name': 'Quadrifoglio', 'description': 'Quadrifoglio 4dr Sedan (2.9L 6cyl Turbo 8A)', 'msrp': 78830, 'invoice': 73808, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 101, 'make_id': 24, 'name': 'Giulia', 'make': {'id': 24, 'name': 'Alfa Romeo'}}}"
604,604,gas,premium unleaded (required),I4,2.0,280,5200.0,306.0,2000.0,16.0,Variable,Single overhead cam (SOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 604, 'make_model_id': 101, 'year': 2022, 'name': 'Ti', 'description': 'Ti 4dr Sedan (2.0L 4cyl Turbo 8A)', 'msrp': 45390, 'invoice': 43044, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 101, 'make_id': 24, 'name': 'Giulia', 'make': {'id': 24, 'name': 'Alfa Romeo'}}}"
605,605,gas,premium unleaded (required),I4,2.0,280,5200.0,306.0,2000.0,16.0,Variable,Single overhead cam (SOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 605, 'make_model_id': 101, 'year': 2022, 'name': 'Veloce', 'description': 'Veloce 4dr Sedan (2.0L 4cyl Turbo 8A)', 'msrp': 48990, 'invoice': 46392, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 101, 'make_id': 24, 'name': 'Giulia', 'make': {'id': 24, 'name': 'Alfa Romeo'}}}"
606,606,gas,premium unleaded (required),I4,2.0,280,5200.0,306.0,2000.0,16.0,Variable,Single overhead cam (SOHC),all wheel drive,8-speed shiftable automatic,"{'id': 606, 'make_model_id': 101, 'year': 2022, 'name': 'Ti', 'description': 'Ti 4dr Sedan AWD (2.0L 4cyl Turbo 8A)', 'msrp': 47390, 'invoice': 44884, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 101, 'make_id': 24, 'name': 'Giulia', 'make': {'id': 24, 'name': 'Alfa Romeo'}}}"
607,607,gas,premium unleaded (required),I4,2.0,280,5200.0,306.0,2000.0,16.0,Variable,Single overhead cam (SOHC),all wheel drive,8-speed shiftable automatic,"{'id': 607, 'make_model_id': 101, 'year': 2022, 'name': 'Veloce', 'description': 'Veloce 4dr Sedan AWD (2.0L 4cyl Turbo 8A)', 'msrp': 50990, 'invoice': 48232, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 101, 'make_id': 24, 'name': 'Giulia', 'make': {'id': 24, 'name': 'Alfa Romeo'}}}"
608,608,gas,premium unleaded (required),I4,2.0,280,5200.0,306.0,2000.0,16.0,Variable,Single overhead cam (SOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 608, 'make_model_id': 102, 'year': 2022, 'name': 'Sprint', 'description': 'Sprint 4dr SUV (2.0L 4cyl Turbo 8A)', 'msrp': 45550, 'invoice': 43257, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 102, 'make_id': 24, 'name': 'Stelvio', 'make': {'id': 24, 'name': 'Alfa Romeo'}}}"
609,609,gas,premium unleaded (required),I4,2.0,280,5200.0,306.0,2000.0,16.0,Variable,Single overhead cam (SOHC),all wheel drive,8-speed shiftable automatic,"{'id': 609, 'make_model_id': 102, 'year': 2022, 'name': 'Sprint', 'description': 'Sprint 4dr SUV AWD (2.0L 4cyl Turbo 8A)', 'msrp': 47550, 'invoice': 45097, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 102, 'make_id': 24, 'name': 'Stelvio', 'make': {'id': 24, 'name': 'Alfa Romeo'}}}"
610,610,gas,premium unleaded (required),I4,2.0,280,5200.0,306.0,2000.0,16.0,Variable,Single overhead cam (SOHC),all wheel drive,8-speed shiftable automatic,"{'id': 610, 'make_model_id': 102, 'year': 2022, 'name': 'Ti', 'description': 'Ti 4dr SUV AWD (2.0L 4cyl Turbo 8A)', 'msrp': 50500, 'invoice': 47810, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 102, 'make_id': 24, 'name': 'Stelvio', 'make': {'id': 24, 'name': 'Alfa Romeo'}}}"
611,611,gas,premium unleaded (required),I4,2.0,280,5200.0,306.0,2000.0,16.0,Variable,Single overhead cam (SOHC),all wheel drive,8-speed shiftable automatic,"{'id': 611, 'make_model_id': 102, 'year': 2022, 'name': 'Veloce', 'description': 'Veloce 4dr SUV AWD (2.0L 4cyl Turbo 8A)', 'msrp': 52300, 'invoice': 49484, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 102, 'make_id': 24, 'name': 'Stelvio', 'make': {'id': 24, 'name': 'Alfa Romeo'}}}"
612,612,gas,premium unleaded (required),V6,2.9,505,6500.0,443.0,2500.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 612, 'make_model_id': 102, 'year': 2022, 'name': 'Quadrifoglio', 'description': 'Quadrifoglio 4dr SUV AWD (2.9L 6cyl Turbo 8A)', 'msrp': 84650, 'invoice': 79229, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 102, 'make_id': 24, 'name': 'Stelvio', 'make': {'id': 24, 'name': 'Alfa Romeo'}}}"
613,613,mild hybrid,regular unleaded,I4,4.0,201,5000.0,221.0,4000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,7-speed automated manual,"{'id': 613, 'make_model_id': 103, 'year': 2022, 'name': 'Premium', 'description': 'Premium 4dr Sedan AWD w/40 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM)', 'msrp': 36800, 'invoice': 34592, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 103, 'make_id': 2, 'name': 'A3', 'make': {'id': 2, 'name': 'Audi'}}}"
614,614,mild hybrid,regular unleaded,I4,4.0,201,4800.0,221.0,4100.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,7-speed automated manual,"{'id': 614, 'make_model_id': 103, 'year': 2022, 'name': 'Prestige', 'description': 'Prestige 4dr Sedan w/40 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM)', 'msrp': 42100, 'invoice': 39575, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 103, 'make_id': 2, 'name': 'A3', 'make': {'id': 2, 'name': 'Audi'}}}"
615,615,mild hybrid,regular unleaded,I4,4.0,201,5000.0,221.0,4000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,7-speed automated manual,"{'id': 615, 'make_model_id': 103, 'year': 2022, 'name': 'Prestige', 'description': 'Prestige 4dr Sedan AWD w/40 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM)', 'msrp': 44100, 'invoice': 41455, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 103, 'make_id': 2, 'name': 'A3', 'make': {'id': 2, 'name': 'Audi'}}}"
616,616,mild hybrid,regular unleaded,I4,4.0,201,4800.0,221.0,4100.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,7-speed automated manual,"{'id': 616, 'make_model_id': 103, 'year': 2022, 'name': 'Premium', 'description': 'Premium 4dr Sedan w/40 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM)', 'msrp': 34800, 'invoice': 32712, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 103, 'make_id': 2, 'name': 'A3', 'make': {'id': 2, 'name': 'Audi'}}}"
617,617,mild hybrid,regular unleaded,I4,4.0,201,4800.0,221.0,4100.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,7-speed automated manual,"{'id': 617, 'make_model_id': 103, 'year': 2022, 'name': 'Premium Plus', 'description': 'Premium Plus 4dr Sedan w/40 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM)', 'msrp': 38100, 'invoice': 35815, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 103, 'make_id': 2, 'name': 'A3', 'make': {'id': 2, 'name': 'Audi'}}}"
618,618,mild hybrid,regular unleaded,I4,4.0,201,5000.0,221.0,4000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,7-speed automated manual,"{'id': 618, 'make_model_id': 103, 'year': 2022, 'name': 'Premium Plus', 'description': 'Premium Plus 4dr Sedan AWD w/40 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM)', 'msrp': 40100, 'invoice': 37695, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 103, 'make_id': 2, 'name': 'A3', 'make': {'id': 2, 'name': 'Audi'}}}"
619,619,mild hybrid,premium unleaded (required),I4,4.0,201,,236.0,,16.0,Variable,Double overhead cam (DOHC),all wheel drive,7-speed automated manual,"{'id': 619, 'make_model_id': 104, 'year': 2022, 'name': 'Premium', 'description': 'Premium 4dr Sedan AWD w/40 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM)', 'msrp': 39900, 'invoice': 37507, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 104, 'make_id': 2, 'name': 'A4', 'make': {'id': 2, 'name': 'Audi'}}}"
620,620,mild hybrid,premium unleaded (required),I4,4.0,201,,236.0,,16.0,Variable,Double overhead cam (DOHC),all wheel drive,7-speed automated manual,"{'id': 620, 'make_model_id': 104, 'year': 2022, 'name': 'Prestige', 'description': 'Prestige 4dr Sedan AWD w/40 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM)', 'msrp': 50200, 'invoice': 47190, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 104, 'make_id': 2, 'name': 'A4', 'make': {'id': 2, 'name': 'Audi'}}}"
621,621,mild hybrid,premium unleaded (required),I4,4.0,201,,236.0,,16.0,Variable,Double overhead cam (DOHC),all wheel drive,7-speed automated manual,"{'id': 621, 'make_model_id': 104, 'year': 2022, 'name': 'Premium Plus', 'description': 'Premium Plus 4dr Sedan AWD w/40 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM)', 'msrp': 44600, 'invoice': 41926, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 104, 'make_id': 2, 'name': 'A4', 'make': {'id': 2, 'name': 'Audi'}}}"
622,622,mild hybrid,premium unleaded (required),I4,4.0,261,,273.0,,16.0,Variable,Double overhead cam (DOHC),all wheel drive,7-speed automated manual,"{'id': 622, 'make_model_id': 104, 'year': 2022, 'name': 'Prestige S line', 'description': 'Prestige S line 4dr Sedan AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM)', 'msrp': 50900, 'invoice': 47847, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 104, 'make_id': 2, 'name': 'A4', 'make': {'id': 2, 'name': 'Audi'}}}"
623,623,mild hybrid,premium unleaded (required),I4,4.0,261,,273.0,,16.0,Variable,Double overhead cam (DOHC),all wheel drive,7-speed automated manual,"{'id': 623, 'make_model_id': 104, 'year': 2022, 'name': 'Premium Plus S line', 'description': 'Premium Plus S line 4dr Sedan AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric hybrid 7AM)', 'msrp': 46200, 'invoice': 43428, 'created': '2022-08-30T22:20:16-04:00', 'modified': '2022-08-30T22:20:16-04:00', 'make_model': {'id': 104, 'make_id': 2, 'name': 'A4', 'make': {'id': 2, 'name': 'Audi'}}}"
